1.40363657986356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363657991356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363657996356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658001356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658006356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658011356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658016356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658021356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658026356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658031356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658036356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658041356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658046356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658051356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658056356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658061356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658066356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658071356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658076356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658081356E+018	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1.40363658086356E+018	-5.703516875683906e-06	-0.01914491643970542	-0.00655081574970581	0.0	0.0	0.0	1.0
1.40363658091356E+018	0.0007644553357199	-0.05673538134133947	-0.0210080834660064	0.0	0.0	0.0	1.0
1.40363658096356E+018	-0.00045053588528588904	-0.09407018747800686	-0.03415463206517652	0.0	0.0	0.0	1.0
1.40363658101356E+018	0.0009909236345637628	-0.1282321834246453	-0.04922014610866311	0.0	0.0	0.0	1.0
1.40363658106356E+018	0.0007715214239563754	-0.16062824052263341	-0.06237435289485409	0.0	0.0	0.0	1.0
1.40363658111356E+018	0.0012400423611343358	-0.1916947533491136	-0.07313576776156971	0.0	0.0	0.0	1.0
1.40363658116356E+018	0.0009008389121087935	-0.22018675037504093	-0.08233750838466519	0.0	0.0	0.0	1.0
1.40363658121356E+018	7.455524623319997e-05	-0.2454320837680811	-0.09122503037776064	0.0	0.0	0.0	1.0
1.40363658126356E+018	0.0006673347185426434	-0.2662582017433321	-0.10146725042900581	0.0	0.0	0.0	1.0
1.40363658131356E+018	0.0019661684796785195	-0.2825636147519166	-0.10884111471311257	0.0	0.0	0.0	1.0
1.40363658136356E+018	0.0019661684796785195	-0.2825636147519166	-0.10884111471311257	0.0	0.0	0.0	1.0
1.40363658141356E+018	0.0019661684796785195	-0.2825636147519166	-0.10884111471311257	0.0	0.0	0.0	1.0
1.40363658146356E+018	0.0019661684796785195	-0.2825636147519166	-0.10884111471311257	0.0	0.0	0.0	1.0
1.40363658151356E+018	0.003417530144373501	-0.2666400505643245	-0.10482271330435768	0.0	0.0	0.0	1.0
1.40363658156356E+018	0.0029223079941897716	-0.24481372420776662	-0.09684554470898551	0.0	0.0	0.0	1.0
1.40363658161356E+018	0.0026533037619429706	-0.21918338605603577	-0.08646963024562565	0.0	0.0	0.0	1.0
1.40363658166356E+018	0.004251990402212178	-0.19017987718141002	-0.07611890973999233	0.0	0.0	0.0	1.0
